2026/06/20 05:58:39.619, 0 %, 0 %, 11255 MiB, 211.55 W
2026/06/20 05:58:54.669, 0 %, 0 %, 11255 MiB, 211.61 W
2026/06/20 05:59:09.694, 0 %, 0 %, 11255 MiB, 211.44 W
2026/06/20 05:59:24.719, 0 %, 0 %, 11255 MiB, 211.48 W
2026/06/20 05:59:39.743, 97 %, 40 %, 11255 MiB, 823.06 W
2026/06/20 05:59:54.809, 0 %, 0 %, 11251 MiB, 211.64 W
2026/06/20 06:00:09.859, 0 %, 0 %, 11250 MiB, 211.49 W
2026/06/20 06:00:24.909, 0 %, 0 %, 11249 MiB, 211.55 W
2026/06/20 06:00:39.959, 0 %, 0 %, 11249 MiB, 211.55 W
2026/06/20 06:00:54.999, 0 %, 0 %, 11249 MiB, 211.47 W
2026/06/20 06:01:10.079, 0 %, 0 %, 11249 MiB, 211.46 W
2026/06/20 06:01:25.129, 0 %, 0 %, 11249 MiB, 211.47 W
2026/06/20 06:01:40.201, 0 %, 0 %, 11249 MiB, 211.56 W
2026/06/20 06:01:55.289, 0 %, 0 %, 11249 MiB, 211.39 W
2026/06/20 06:02:10.333, 0 %, 0 %, 11249 MiB, 211.70 W
2026/06/20 06:02:25.360, 0 %, 0 %, 11249 MiB, 211.40 W
2026/06/20 06:02:40.459, 0 %, 0 %, 11249 MiB, 211.63 W
2026/06/20 06:02:55.549, 0 %, 0 %, 11249 MiB, 211.50 W
2026/06/20 06:03:10.599, 0 %, 0 %, 11249 MiB, 211.84 W
2026/06/20 06:03:25.659, 0 %, 0 %, 11249 MiB, 211.60 W
2026/06/20 06:03:40.729, 0 %, 0 %, 11249 MiB, 211.53 W
2026/06/20 06:03:55.865, 0 %, 0 %, 11249 MiB, 211.46 W
2026/06/20 06:04:10.939, 0 %, 0 %, 11249 MiB, 211.62 W
2026/06/20 06:04:26.029, 0 %, 0 %, 11249 MiB, 211.46 W
2026/06/20 06:04:41.069, 0 %, 0 %, 11249 MiB, 211.53 W
2026/06/20 06:04:56.120, 0 %, 0 %, 11249 MiB, 212.00 W
2026/06/20 06:05:11.209, 0 %, 0 %, 11249 MiB, 211.78 W
2026/06/20 06:05:26.259, 0 %, 0 %, 11249 MiB, 211.40 W
2026/06/20 06:05:41.335, 0 %, 0 %, 11249 MiB, 211.54 W
2026/06/20 06:05:56.389, 0 %, 0 %, 11249 MiB, 211.63 W
2026/06/20 06:06:11.439, 0 %, 0 %, 11249 MiB, 211.53 W
2026/06/20 06:06:26.489, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:06:41.569, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:06:56.619, 0 %, 0 %, 11249 MiB, 211.54 W
2026/06/20 06:07:11.657, 0 %, 0 %, 11249 MiB, 211.47 W
2026/06/20 06:07:26.719, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:07:41.769, 0 %, 0 %, 11249 MiB, 211.38 W
2026/06/20 06:07:56.839, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:08:11.939, 0 %, 0 %, 11249 MiB, 211.41 W
2026/06/20 06:08:26.979, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:08:42.038, 0 %, 0 %, 11249 MiB, 211.45 W
2026/06/20 06:08:57.149, 0 %, 0 %, 11249 MiB, 211.46 W
2026/06/20 06:09:12.259, 0 %, 0 %, 11249 MiB, 211.62 W
2026/06/20 06:09:27.335, 0 %, 0 %, 11249 MiB, 211.49 W
2026/06/20 06:09:42.399, 0 %, 0 %, 11249 MiB, 211.38 W
2026/06/20 06:09:57.509, 0 %, 0 %, 11249 MiB, 211.39 W
2026/06/20 06:10:12.609, 0 %, 0 %, 11249 MiB, 211.29 W
2026/06/20 06:10:27.709, 0 %, 0 %, 11249 MiB, 211.23 W
2026/06/20 06:10:42.789, 0 %, 0 %, 11249 MiB, 211.27 W
2026/06/20 06:10:57.909, 0 %, 0 %, 11249 MiB, 211.12 W
2026/06/20 06:11:12.999, 0 %, 0 %, 11249 MiB, 211.32 W
2026/06/20 06:11:28.069, 0 %, 0 %, 11249 MiB, 211.35 W
2026/06/20 06:11:43.169, 0 %, 0 %, 11249 MiB, 211.18 W
2026/06/20 06:11:58.259, 0 %, 0 %, 11249 MiB, 211.16 W
2026/06/20 06:12:13.349, 0 %, 0 %, 11249 MiB, 211.20 W
2026/06/20 06:12:28.416, 0 %, 0 %, 11249 MiB, 211.43 W
2026/06/20 06:12:43.441, 0 %, 0 %, 11249 MiB, 211.43 W
2026/06/20 06:12:58.465, 0 %, 0 %, 11249 MiB, 211.42 W
2026/06/20 06:13:13.549, 0 %, 0 %, 11249 MiB, 211.41 W
2026/06/20 06:13:28.639, 0 %, 0 %, 11249 MiB, 211.39 W
2026/06/20 06:13:43.689, 0 %, 0 %, 11249 MiB, 211.39 W
2026/06/20 06:13:58.739, 0 %, 0 %, 11249 MiB, 211.40 W
2026/06/20 06:14:13.789, 0 %, 0 %, 11249 MiB, 211.38 W
2026/06/20 06:14:28.849, 0 %, 0 %, 11249 MiB, 211.40 W
2026/06/20 06:14:43.929, 0 %, 0 %, 11249 MiB, 211.39 W
2026/06/20 06:14:58.989, 0 %, 0 %, 11249 MiB, 211.39 W
2026/06/20 06:15:14.099, 0 %, 0 %, 11249 MiB, 211.39 W
2026/06/20 06:15:29.189, 0 %, 0 %, 11249 MiB, 211.38 W
2026/06/20 06:15:44.319, 0 %, 0 %, 11249 MiB, 211.40 W
2026/06/20 06:15:59.389, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:16:14.449, 0 %, 0 %, 11249 MiB, 211.41 W
2026/06/20 06:16:29.519, 0 %, 0 %, 11249 MiB, 211.38 W
2026/06/20 06:16:44.569, 0 %, 0 %, 11249 MiB, 211.30 W
2026/06/20 06:16:59.619, 0 %, 0 %, 11249 MiB, 211.24 W
2026/06/20 06:17:14.669, 0 %, 0 %, 11249 MiB, 211.28 W
2026/06/20 06:17:29.769, 0 %, 0 %, 11249 MiB, 211.21 W
2026/06/20 06:17:44.839, 0 %, 0 %, 11249 MiB, 211.31 W
2026/06/20 06:17:59.888, 0 %, 0 %, 11249 MiB, 211.26 W
2026/06/20 06:18:14.949, 0 %, 0 %, 11249 MiB, 211.31 W
2026/06/20 06:18:30.019, 0 %, 0 %, 11249 MiB, 211.32 W
2026/06/20 06:18:45.099, 0 %, 0 %, 11249 MiB, 211.32 W
2026/06/20 06:19:00.170, 0 %, 0 %, 11249 MiB, 211.03 W
2026/06/20 06:19:15.219, 0 %, 0 %, 11249 MiB, 211.34 W
2026/06/20 06:19:30.289, 0 %, 0 %, 11249 MiB, 211.33 W
2026/06/20 06:19:45.339, 0 %, 0 %, 11249 MiB, 211.22 W
2026/06/20 06:20:00.389, 0 %, 0 %, 11249 MiB, 211.40 W
2026/06/20 06:20:15.479, 0 %, 0 %, 11249 MiB, 211.30 W
2026/06/20 06:20:30.529, 0 %, 0 %, 11249 MiB, 211.23 W
2026/06/20 06:20:45.579, 0 %, 0 %, 11249 MiB, 211.30 W
2026/06/20 06:21:00.660, 0 %, 0 %, 11249 MiB, 211.28 W
2026/06/20 06:21:15.702, 0 %, 0 %, 11249 MiB, 211.29 W
2026/06/20 06:21:30.759, 0 %, 0 %, 11249 MiB, 211.29 W
2026/06/20 06:21:45.849, 0 %, 0 %, 11249 MiB, 211.34 W
2026/06/20 06:22:00.919, 0 %, 0 %, 11249 MiB, 211.35 W
2026/06/20 06:22:15.969, 0 %, 0 %, 11249 MiB, 211.31 W
2026/06/20 06:22:31.020, 0 %, 0 %, 11249 MiB, 211.35 W
2026/06/20 06:22:46.109, 0 %, 0 %, 11249 MiB, 211.30 W
2026/06/20 06:23:01.134, 0 %, 0 %, 11249 MiB, 211.34 W
2026/06/20 06:23:16.183, 0 %, 0 %, 11249 MiB, 211.36 W
2026/06/20 06:23:31.206, 0 %, 0 %, 11249 MiB, 211.43 W
2026/06/20 06:23:46.246, 0 %, 0 %, 11249 MiB, 211.43 W
2026/06/20 06:24:01.339, 0 %, 0 %, 11249 MiB, 211.43 W
2026/06/20 06:24:16.409, 0 %, 0 %, 11249 MiB, 211.51 W
2026/06/20 06:24:31.449, 0 %, 0 %, 11249 MiB, 211.43 W
2026/06/20 06:24:46.473, 0 %, 0 %, 11249 MiB, 211.51 W
2026/06/20 06:25:01.495, 0 %, 0 %, 11249 MiB, 211.43 W
2026/06/20 06:25:16.518, 0 %, 0 %, 11249 MiB, 211.51 W
2026/06/20 06:25:31.541, 0 %, 0 %, 11249 MiB, 211.43 W
2026/06/20 06:25:46.565, 0 %, 0 %, 11249 MiB, 211.51 W
2026/06/20 06:26:01.590, 0 %, 0 %, 11249 MiB, 211.41 W
2026/06/20 06:26:16.614, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:26:31.669, 0 %, 0 %, 11249 MiB, 211.41 W
2026/06/20 06:26:46.761, 0 %, 0 %, 11249 MiB, 211.49 W
2026/06/20 06:27:01.809, 0 %, 0 %, 11249 MiB, 211.41 W
2026/06/20 06:27:16.831, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:27:31.859, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:27:46.909, 0 %, 0 %, 11249 MiB, 211.49 W
2026/06/20 06:28:01.949, 0 %, 0 %, 11249 MiB, 211.40 W
2026/06/20 06:28:16.972, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:28:32.029, 0 %, 0 %, 11249 MiB, 211.42 W
2026/06/20 06:28:47.129, 0 %, 0 %, 11249 MiB, 211.49 W
2026/06/20 06:29:02.179, 0 %, 0 %, 11249 MiB, 211.40 W
2026/06/20 06:29:17.203, 0 %, 0 %, 11249 MiB, 211.55 W
2026/06/20 06:29:32.226, 0 %, 0 %, 11249 MiB, 211.32 W
2026/06/20 06:29:47.289, 0 %, 0 %, 11249 MiB, 211.23 W
2026/06/20 06:30:02.389, 0 %, 0 %, 11249 MiB, 211.22 W
2026/06/20 06:30:17.479, 0 %, 0 %, 11249 MiB, 211.30 W
2026/06/20 06:30:32.559, 0 %, 0 %, 11249 MiB, 211.46 W
2026/06/20 06:30:47.659, 0 %, 0 %, 11249 MiB, 211.48 W
2026/06/20 06:31:02.749, 0 %, 0 %, 11249 MiB, 211.44 W
2026/06/20 06:31:17.839, 0 %, 0 %, 11249 MiB, 211.51 W
2026/06/20 06:31:32.919, 0 %, 0 %, 11249 MiB, 211.42 W
